      Type       |        Subtype        |   Base   |   Size   |  CRC32   |   Name 
 Section         | PE32 image            |   N/A    | 00003C04 | 4DEF51C4 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 00001C76 | 8D2EAD50 | ------- 57E56594-CE95-46AD-9531-3C49310CA7CE
 Section         | MM dependency         |   N/A    | 0000004C | 0B90C470 | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00001C04 | 15A13049 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 0E6A53E9 | -------- Version section
 File            | SMM module            |   N/A    | 00001866 | DC09BB2D | ------- 316B1230-0500-4592-8C09-EABA0FB6B078
 Section         | MM dependency         |   N/A    | 0000003A | 1B1351FB | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00001804 | B7E96209 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 0000AEE2 | 97C56F7B | ------- 3370A4BD-8C23-4565-A2A2-065FEEDE6080
 Section         | MM dependency         |   N/A    | 000000B8 | 415EE9D3 | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 0000AE04 | 3F4193BA | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 000046BE | E9009912 | ------- E2A74738-8934-48F5-8412-99E948C8DC1B
 Section         | MM dependency         |   N/A    | 00000094 | A7B6872C | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00004604 | 3E319C81 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 0000ACAE | 5CBB34F7 | ------- BC327DBD-B982-4F55-9F79-056AD7E987C5
 Section         | MM dependency         |   N/A    | 00000082 | F35883B0 | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 0000AC04 | 100DAC00 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 00005C8A | C5CF6920 | ------- 6B85F263-F584-44F8-BB5D-F02C40795D8E
 Section         | MM dependency         |   N/A    | 0000005E | A848090A | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00005C04 | 65F740D8 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 0000468A | A368C078 | ------- 805D1C5A-EF12-490A-9E7B-9F4AA2F97E73
 Section         | MM dependency         |   N/A    | 0000005E | D2E4F3D9 | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00004604 | 122D5E5E | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 0002A466 | E36EC158 | ------- 391B853F-F488-479B-A3D6-870766C7A38F
 Section         | MM dependency         |   N/A    | 0000003A | 37B39177 | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 0002A404 | 40D7D167 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 0000169A | 2F90F556 | ------- 221F1D4F-034C-4BEA-B2BB-B7A9672B06D7
 Section         | MM dependency         |   N/A    | 00000070 | 8233F4DB | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00001604 | 579B7964 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 00002E9A | F2EE13F3 | ------- C0A2EC40-7CA9-4FF7-A17C-08B81D70DE80
 Section         | MM dependency         |   N/A    | 00000070 | C36A7535 | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00002E04 | 47727ED1 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 4C4F5494 | -------- Version section
 File            | SMM module            |   N/A    | 00001C8A | 87B682CE | ------- CEFF9D2F-F5E3-4DEF-B051-386FA007AE4D
 Section         | MM dependency         |   N/A    | 0000005E | 33111BFF | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00001C04 | A87EC51A | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 00011C8A | 2D45753C | ------- 34F85EE2-93C2-4481-B710-D3490CCA6333
 Section         | MM dependency         |   N/A    | 0000005E | 9D1F95F6 | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00011C04 | 9B90868D | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 0000168A | F3E8447F | ------- 4CEEF668-2A9B-44D7-A52F-491344722F59
 Section         | MM dependency         |   N/A    | 0000005E | BC20A7A8 | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00001604 | 06FC985B | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 00005C76 | 30413FFC | ------- 7627B2DE-4342-4DDA-A339-A96DAA057DDF
 Section         | MM dependency         |   N/A    | 0000004C | 22B74454 | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00005C04 | DB62CCCE | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 00111676 | 650DCAC0 | ------- 7C365CF5-19B7-48F2-80F5-0A3267F69FEA
 Section         | MM dependency         |   N/A    | 0000004C | 0B90C470 | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00111604 | D45A001F | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 00009CAE | 70BE6C71 | ------- 6B35FEF5-022F-4596-8422-59AFA264C03A
 Section         | MM dependency         |   N/A    | 00000082 | 60DBA8C3 | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00009C04 | 958D8214 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 00008466 | 1B2B3AF7 | ------- 64BEA199-7C6C-4F51-B0DA-F42C897DA5CC
 Section         | MM dependency         |   N/A    | 0000003A | 37B39177 | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00008404 | EC7EE01C | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 00001252 | 52BBEDE8 | ------- FD0A3C2C-1B02-4E54-AC9C-A5E7B6B2B2FA
 Section         | MM dependency         |   N/A    | 00000028 | 7CBC25D6 | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00001204 | 80E00D25 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 00002A76 | FF76DE03 | ------- EA61C536-F2BE-4048-AED1-36CF8ADD9EDB
 Section         | MM dependency         |   N/A    | 0000004C | CF913E67 | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00002A04 | A928FBC8 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 000040AE | 38535408 | ------- 3F78CB8D-72EE-414E-B023-DACA003EFCDE
 Section         | MM dependency         |   N/A    | 00000082 | A6409D2B | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00004004 | 17F118D5 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 0000389A | 0512D279 | ------- D36DDD2D-1C66-4210-B77A-2FD9F920E51F
 Section         | MM dependency         |   N/A    | 00000070 | 1401149C | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00003804 | 9167D9BF | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 0000308A | 34DDEA01 | ------- 6D41FD71-562B-45C1-8C93-53AD8A28EABB
 Section         | MM dependency         |   N/A    | 0000005E | 5B16B97D | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00003004 | 83E20F5F | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 00001876 | C7C20180 | ------- C0696C7B-5959-423F-9454-5B6A47E2356C
 Section         | MM dependency         |   N/A    | 0000004C | 3057235C | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00001804 | C2CF9BB2 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 00002EBE | 292DB8BB | ------- 03E51535-D1B9-4745-9BC6-9DA7F6468438
 Section         | MM dependency         |   N/A    | 00000094 | 6F9774F9 | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00002E04 | 826D23B9 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | SMM module            |   N/A    | 00001876 | 496634BD | ------- CE1FD2EA-F80C-4517-8A75-9F7794A1401E
 Section         | MM dependency         |   N/A    | 0000004C | 3057235C | -------- MM dependency section
 Section         | PE32 image            |   N/A    | 00001804 | C2CF9BB2 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | Application           |   N/A    | 00117A2A | E7BE051C | ------- 7C04A583-9E3E-4F1C-AD65-E05268D0B4D1
 Section         | PE32 image            |   N/A    | 00117A04 | BBD00843 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | Application           |   N/A    | 00003A2A | 66095BB2 | ------- 11CB55C3-089D-4FF1-8B86-4745AB2FB501
 Section         | PE32 image            |   N/A    | 00003A04 | DF230670 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | Freeform              |   N/A    | 0001A117 | B0F96618 | ------- E696EB93-AE08-4151-AB44-92F33D962DA3
 Section         | Raw                   |   N/A    | 0001A0FF | 11A86C80 | -------- Raw section
 File            | Freeform              |   N/A    | 0001A806 | 26760E1A | ------- 9A662778-D275-4E49-ABF9-F635246B6E13
 Section         | Raw                   |   N/A    | 0001A7EE | 2D16E1AC | -------- Raw section
 File            | Freeform              |   N/A    | 00000068 | E11892A8 | ------- DB19CF1F-0B69-460B-98D8-08628073E241
 Section         | Raw                   |   N/A    | 00000050 | 5C329640 | -------- Raw section
 File            | Freeform              |   N/A    | 0001BC12 | 14F51484 | ------- 63819805-67BB-46EF-AA8D-1524A19A01E4
 Section         | Raw                   |   N/A    | 0001BBFA | 08D7F3F4 | -------- Raw section
 File            | Freeform              |   N/A    | 0000046A | F7B92098 | ------- E4B6B9D6-8A5D-48A6-BA00-2C1D803C2734
 Section         | Raw                   |   N/A    | 00000452 | 324A2238 | -------- Raw section
 File            | Freeform              |   N/A    | 0000078D | 8B555CBF | ------- 2C42A426-AAAF-4093-8243-8FCA5AB91B03
 Section         | Raw                   |   N/A    | 00000775 | BB708896 | -------- Raw section
 File            | Freeform              |   N/A    | 00000679 | 9B600526 | ------- C4972EE2-8F9F-44FE-B308-7DDC9778FB74
 Section         | Raw                   |   N/A    | 00000661 | 691E8964 | -------- Raw section
 File            | Freeform              |   N/A    | 0000006D | 58E2C84F | ------- 8499220C-39E2-4F2D-AD71-BB00D80CE6C4
 Section         | Raw                   |   N/A    | 00000055 | B3C0BD40 | -------- Raw section
 File            | Freeform              |   N/A    | 0000006D | 3CFF1352 | ------- EAA1BC94-4BC9-41A2-93E5-B1AF15EF9FC1
 Section         | Raw                   |   N/A    | 00000055 | B3C0BD40 | -------- Raw section
 File            | Freeform              |   N/A    | 00001CF6 | 61831226 | ------- AFFF8088-6ABC-4EBE-91E5-BB6414EF2488
 Section         | Raw                   |   N/A    | 00001CDE | 69CA707E | -------- Raw section
 File            | Freeform              |   N/A    | 000006F0 | 3C85628B | ------- F201DD7F-4AEC-48A9-AE24-230FD5BD0FA7
 Section         | Raw                   |   N/A    | 000006D8 | E76EE345 | -------- Raw section
 File            | Freeform              |   N/A    | 00000303 | 7E1E45F3 | ------- 2E2B8E1A-C3F3-4989-96F2-E56E7ADA7A5A
 Section         | Raw                   |   N/A    | 000002EB | 338364CC | -------- Raw section
 File            | Freeform              |   N/A    | 00001B95 | F1A6A5CE | ------- 3F7B120F-63B4-40D9-9CE8-7BA04C3859BB
 Section         | Raw                   |   N/A    | 00001B7D | 3AB224C2 | -------- Raw section
 File            | Freeform              |   N/A    | 00000754 | 1FD39605 | ------- 5E0701F5-26AA-41CD-9DFD-3C3657A4C703
 Section         | Raw                   |   N/A    | 0000073C | F07E9556 | -------- Raw section
 File            | Freeform              |   N/A    | 00000083 | 7E563131 | ------- F54E2AC5-2A77-4CB3-AC38-0A07F35FFA39
 Section         | Raw                   |   N/A    | 0000006B | E1B9D8E3 | -------- Raw section
